filepath,filename,speaker_id,label,source,duration_sec,sample_rate,channels,session_id,session_date,session_environment,session_comments,speaker_id_log,speaker_name,speaker_age,speaker_gender,speaker_dialect,mother_dialect,father_dialect,speaker_profession,speaker_comments_log
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0184.wav,0207.111024.032108.0184.wav,0207,bonafide,bonafide,1.875,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0185.wav,0207.111024.032108.0185.wav,0207,bonafide,bonafide,2.175,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0186.wav,0207.111024.032108.0186.wav,0207,bonafide,bonafide,2.075,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0187.wav,0207.111024.032108.0187.wav,0207,bonafide,bonafide,2.275,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0190.wav,0207.111024.032108.0190.wav,0207,bonafide,bonafide,2.675,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0191.wav,0207.111024.032108.0191.wav,0207,bonafide,bonafide,2.475,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0192.wav,0207.111024.032108.0192.wav,0207,bonafide,bonafide,1.975,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0193.wav,0207.111024.032108.0193.wav,0207,bonafide,bonafide,2.075,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0194.wav,0207.111024.032108.0194.wav,0207,bonafide,bonafide,1.875,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0195.wav,0207.111024.032108.0195.wav,0207,bonafide,bonafide,2.075,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0196.wav,0207.111024.032108.0196.wav,0207,bonafide,bonafide,2.175,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0197.wav,0207.111024.032108.0197.wav,0207,bonafide,bonafide,2.175,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0198.wav,0207.111024.032108.0198.wav,0207,bonafide,bonafide,2.175,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0199.wav,0207.111024.032108.0199.wav,0207,bonafide,bonafide,2.175,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0200.wav,0207.111024.032108.0200.wav,0207,bonafide,bonafide,2.175,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0201.wav,0207.111024.032108.0201.wav,0207,bonafide,bonafide,2.275,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0202.wav,0207.111024.032108.0202.wav,0207,bonafide,bonafide,2.275,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0203.wav,0207.111024.032108.0203.wav,0207,bonafide,bonafide,2.375,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0204.wav,0207.111024.032108.0204.wav,0207,bonafide,bonafide,2.375,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0205.wav,0207.111024.032108.0205.wav,0207,bonafide,bonafide,2.175,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0206.wav,0207.111024.032108.0206.wav,0207,bonafide,bonafide,2.775,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0207.wav,0207.111024.032108.0207.wav,0207,bonafide,bonafide,2.375,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0208.wav,0207.111024.032108.0208.wav,0207,bonafide,bonafide,2.875,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0209.wav,0207.111024.032108.0209.wav,0207,bonafide,bonafide,2.175,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0210.wav,0207.111024.032108.0210.wav,0207,bonafide,bonafide,2.475,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0211.wav,0207.111024.032108.0211.wav,0207,bonafide,bonafide,2.175,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0213.wav,0207.111024.032108.0213.wav,0207,bonafide,bonafide,1.975,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0214.wav,0207.111024.032108.0214.wav,0207,bonafide,bonafide,2.375,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0215.wav,0207.111024.032108.0215.wav,0207,bonafide,bonafide,2.075,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0216.wav,0207.111024.032108.0216.wav,0207,bonafide,bonafide,2.075,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0217.wav,0207.111024.032108.0217.wav,0207,bonafide,bonafide,2.175,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0218.wav,0207.111024.032108.0218.wav,0207,bonafide,bonafide,2.675,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0219.wav,0207.111024.032108.0219.wav,0207,bonafide,bonafide,1.875,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0220.wav,0207.111024.032108.0220.wav,0207,bonafide,bonafide,2.075,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0221.wav,0207.111024.032108.0221.wav,0207,bonafide,bonafide,2.275,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0222.wav,0207.111024.032108.0222.wav,0207,bonafide,bonafide,2.175,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0223.wav,0207.111024.032108.0223.wav,0207,bonafide,bonafide,2.175,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0224.wav,0207.111024.032108.0224.wav,0207,bonafide,bonafide,2.275,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0225.wav,0207.111024.032108.0225.wav,0207,bonafide,bonafide,2.375,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0226.wav,0207.111024.032108.0226.wav,0207,bonafide,bonafide,2.175,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0227.wav,0207.111024.032108.0227.wav,0207,bonafide,bonafide,2.075,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0228.wav,0207.111024.032108.0228.wav,0207,bonafide,bonafide,2.675,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0230.wav,0207.111024.032108.0230.wav,0207,bonafide,bonafide,2.075,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0231.wav,0207.111024.032108.0231.wav,0207,bonafide,bonafide,2.075,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0233.wav,0207.111024.032108.0233.wav,0207,bonafide,bonafide,3.075,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0234.wav,0207.111024.032108.0234.wav,0207,bonafide,bonafide,2.975,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0235.wav,0207.111024.032108.0235.wav,0207,bonafide,bonafide,2.875,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0236.wav,0207.111024.032108.0236.wav,0207,bonafide,bonafide,2.575,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0238.wav,0207.111024.032108.0238.wav,0207,bonafide,bonafide,5.075,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0239.wav,0207.111024.032108.0239.wav,0207,bonafide,bonafide,5.575,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0207\0207.111024.032108.0240.wav,0207.111024.032108.0240.wav,0207,bonafide,bonafide,3.175,16000,1,111024.032108,24/10/2011 (dd/mm/yyyy),quiet office with other people,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup",0207,Speaker_0207,21,male,Cebuano - Surigaonon,Cebuano - Surigaonon,Cebuano - Surigaonon,Student,"Sennheiser e840, M-Audio Fasttrack gen1, makeshift vocal booth, DSP3 setup"
